driverId,lat,lng,time
135,35.677187,51.316803,2020-10-20 12:54:11.745234
151,35.693486,51.444348,2020-10-20 12:54:11.745245
124,35.704146,51.375232,2020-10-20 12:54:11.745257
116,35.663548,51.437498,2020-10-20 12:54:11.745269
198,35.703055,51.369928,2020-10-20 12:54:11.745281
197,35.673970,51.426078,2020-10-20 12:54:11.745292
200,35.714179,51.344224,2020-10-20 12:54:11.745304
109,35.673453,51.361621,2020-10-20 12:54:11.745315
135,35.687923,51.368029,2020-10-20 12:54:11.745327
156,35.749849,51.427283,2020-10-20 12:54:11.745339
178,35.699271,51.318308,2020-10-20 12:54:11.745351
184,35.699308,51.375370,2020-10-20 12:54:11.745363
144,35.660278,51.386001,2020-10-20 12:54:11.745375
178,35.759091,51.315787,2020-10-20 12:54:11.745387
117,35.660486,51.334674,2020-10-20 12:54:11.745398
136,35.695321,51.441895,2020-10-20 12:54:11.745411
117,35.716319,51.354919,2020-10-20 12:54:11.745423
156,35.753167,51.448499,2020-10-20 12:54:11.745435
188,35.674318,51.359624,2020-10-20 12:54:11.745447
188,35.748731,51.422740,2020-10-20 12:54:11.745459
172,35.724718,51.382277,2020-10-20 12:54:11.745471
100,35.703686,51.385687,2020-10-20 12:54:11.745483
173,35.686217,51.391976,2020-10-20 12:54:11.745495
152,35.712925,51.362929,2020-10-20 12:54:11.745507
145,35.758285,51.314226,2020-10-20 12:54:11.745519
134,35.702711,51.375034,2020-10-20 12:54:11.745530
174,35.689610,51.449097,2020-10-20 12:54:11.745542
157,35.709493,51.467487,2020-10-20 12:54:11.745554
160,35.747217,51.427810,2020-10-20 12:54:11.745566
200,35.693915,51.321252,2020-10-20 12:54:11.745577
138,35.680018,51.463215,2020-10-20 12:54:11.745589
153,35.714699,51.448536,2020-10-20 12:54:11.745601
141,35.723567,51.388361,2020-10-20 12:54:11.745613
184,35.661085,51.309851,2020-10-20 12:54:11.745625
103,35.665542,51.422850,2020-10-20 12:54:11.745636
183,35.750680,51.406538,2020-10-20 12:54:11.745648
123,35.679661,51.358442,2020-10-20 12:54:11.745659
146,35.742197,51.476288,2020-10-20 12:54:11.745672
147,35.740682,51.370426,2020-10-20 12:54:11.745684
101,35.751450,51.453632,2020-10-20 12:54:11.745696
164,35.724477,51.370803,2020-10-20 12:54:11.745708
102,35.741776,51.401019,2020-10-20 12:54:11.745720
194,35.723513,51.478386,2020-10-20 12:54:11.745732
119,35.706146,51.450417,2020-10-20 12:54:11.745743
125,35.671798,51.322058,2020-10-20 12:54:11.745755
165,35.720358,51.322998,2020-10-20 12:54:11.745767
152,35.666679,51.351715,2020-10-20 12:54:11.745778
150,35.709474,51.394408,2020-10-20 12:54:16.745792
180,35.661544,51.413700,2020-10-20 12:54:16.745805
196,35.726615,51.461801,2020-10-20 12:54:16.745817
113,35.673050,51.431146,2020-10-20 12:54:16.745829
155,35.759530,51.434200,2020-10-20 12:54:16.745842
193,35.730759,51.408097,2020-10-20 12:54:16.745854
123,35.662104,51.360036,2020-10-20 12:54:16.745866
111,35.720186,51.447315,2020-10-20 12:54:16.745878
115,35.672773,51.474809,2020-10-20 12:54:16.745890
180,35.741172,51.452805,2020-10-20 12:54:16.745902
101,35.750851,51.375111,2020-10-20 12:54:16.745914
149,35.685699,51.316976,2020-10-20 12:54:16.745926
152,35.717489,51.311600,2020-10-20 12:54:16.745937
188,35.679275,51.338436,2020-10-20 12:54:16.745950
133,35.746533,51.424006,2020-10-20 12:54:16.745962
145,35.745033,51.421625,2020-10-20 12:54:16.745975
200,35.686835,51.467452,2020-10-20 12:54:16.745986
146,35.755751,51.321137,2020-10-20 12:54:16.746000
181,35.741454,51.406332,2020-10-20 12:54:16.746013
135,35.734120,51.309012,2020-10-20 12:54:16.746026
116,35.686607,51.458955,2020-10-20 12:54:16.746038
123,35.743286,51.348895,2020-10-20 12:54:16.746050
137,35.671917,51.369406,2020-10-20 12:54:16.746065
171,35.699630,51.422973,2020-10-20 12:54:16.746077
160,35.750196,51.327054,2020-10-20 12:54:16.746089
101,35.672320,51.430502,2020-10-20 12:54:16.746101
142,35.693129,51.307568,2020-10-20 12:54:16.746113
148,35.713248,51.390301,2020-10-20 12:54:16.746125
102,35.739364,51.391867,2020-10-20 12:54:16.746142
197,35.721434,51.357310,2020-10-20 12:54:16.746156
159,35.741144,51.423473,2020-10-20 12:54:16.746169
125,35.750484,51.433212,2020-10-20 12:54:16.746200
119,35.677960,51.382335,2020-10-20 12:54:16.746215
199,35.715727,51.400809,2020-10-20 12:54:16.746228
179,35.729274,51.416951,2020-10-20 12:54:16.746240
114,35.673536,51.456860,2020-10-20 12:54:16.746252
121,35.671016,51.393455,2020-10-20 12:54:16.746263
193,35.715458,51.434004,2020-10-20 12:54:16.746276
190,35.684867,51.320696,2020-10-20 12:54:16.746288
126,35.689457,51.383971,2020-10-20 12:54:16.746300
168,35.676669,51.344291,2020-10-20 12:54:16.746312
187,35.677424,51.438441,2020-10-20 12:54:16.746324
193,35.667436,51.327269,2020-10-20 12:54:16.746336
125,35.723259,51.386577,2020-10-20 12:54:16.746348
128,35.757546,51.470816,2020-10-20 12:54:16.746360
168,35.705550,51.471277,2020-10-20 12:54:16.746372
192,35.734458,51.384294,2020-10-20 12:54:16.746384
193,35.668184,51.359595,2020-10-20 12:54:16.746396
110,35.753855,51.327306,2020-10-20 12:54:16.746408
137,35.674407,51.469579,2020-10-20 12:54:16.746420
177,35.694116,51.462021,2020-10-20 12:54:16.746433
139,35.707892,51.453401,2020-10-20 12:54:16.746445
138,35.698243,51.411233,2020-10-20 12:54:16.746457
112,35.741857,51.410911,2020-10-20 12:54:16.746469
183,35.676950,51.401856,2020-10-20 12:54:16.746481
121,35.741572,51.383186,2020-10-20 12:54:16.746493
124,35.703040,51.322502,2020-10-20 12:54:16.746505
111,35.695730,51.391483,2020-10-20 12:54:16.746517
191,35.742595,51.362789,2020-10-20 12:54:16.746529
112,35.738171,51.373436,2020-10-20 12:54:16.746541
145,35.726103,51.454598,2020-10-20 12:54:16.746553
140,35.692908,51.437321,2020-10-20 12:54:16.746564
119,35.707331,51.470000,2020-10-20 12:54:16.746576
149,35.667205,51.401667,2020-10-20 12:54:16.746589
146,35.710110,51.362956,2020-10-20 12:54:16.746601
141,35.751879,51.302921,2020-10-20 12:54:16.746613
142,35.723728,51.427288,2020-10-20 12:54:16.746625
148,35.755634,51.364371,2020-10-20 12:54:16.746638
166,35.712240,51.382288,2020-10-20 12:54:16.746650
153,35.691842,51.475970,2020-10-20 12:54:16.746662
191,35.708730,51.461313,2020-10-20 12:54:16.746674
191,35.721146,51.304783,2020-10-20 12:54:16.746686
118,35.724029,51.319876,2020-10-20 12:54:16.746698
155,35.722631,51.411218,2020-10-20 12:54:16.746709
141,35.712737,51.426619,2020-10-20 12:54:16.746721
124,35.669454,51.442379,2020-10-20 12:54:16.746733
166,35.725413,51.435621,2020-10-20 12:54:16.746745
147,35.707309,51.321054,2020-10-20 12:54:16.746757
194,35.745356,51.324813,2020-10-20 12:54:16.746769
155,35.749304,51.412762,2020-10-20 12:54:16.746781
171,35.715968,51.364828,2020-10-20 12:54:16.746793
145,35.692866,51.426116,2020-10-20 12:54:16.746805
162,35.758157,51.390385,2020-10-20 12:54:16.746816
140,35.664897,51.475735,2020-10-20 12:54:16.746829
145,35.684964,51.433881,2020-10-20 12:54:16.746841
190,35.661704,51.341831,2020-10-20 12:54:16.746853
167,35.724571,51.473212,2020-10-20 12:54:16.746866
132,35.736120,51.345694,2020-10-20 12:54:16.746878
154,35.727337,51.392846,2020-10-20 12:54:16.746890
117,35.727316,51.338283,2020-10-20 12:54:16.746904
123,35.737654,51.382233,2020-10-20 12:54:16.746916
169,35.690077,51.318731,2020-10-20 12:54:16.746928
170,35.713649,51.310572,2020-10-20 12:54:16.746940
190,35.714600,51.431683,2020-10-20 12:54:16.746952
114,35.669722,51.306127,2020-10-20 12:54:16.746964
195,35.693983,51.350102,2020-10-20 12:54:16.746976
188,35.716723,51.361554,2020-10-20 12:54:16.746987
104,35.663435,51.374290,2020-10-20 12:54:16.747000
171,35.755866,51.389167,2020-10-20 12:54:16.747012
154,35.758713,51.475445,2020-10-20 12:54:16.747024
117,35.673278,51.314032,2020-10-20 12:54:21.747038
123,35.723317,51.308176,2020-10-20 12:54:21.747052
198,35.710479,51.473217,2020-10-20 12:54:21.747065
183,35.688924,51.475652,2020-10-20 12:54:21.747078
146,35.673556,51.320332,2020-10-20 12:54:21.747090
120,35.689045,51.363848,2020-10-20 12:54:21.747102
162,35.688920,51.309920,2020-10-20 12:54:21.747114
182,35.743902,51.461835,2020-10-20 12:54:21.747126
152,35.671793,51.311795,2020-10-20 12:54:21.747139
172,35.660243,51.325051,2020-10-20 12:54:21.747151
176,35.722803,51.441536,2020-10-20 12:54:21.747164
157,35.691713,51.376372,2020-10-20 12:54:21.747176
194,35.719766,51.424745,2020-10-20 12:54:21.747188
115,35.711023,51.346223,2020-10-20 12:54:21.747201
144,35.689764,51.397975,2020-10-20 12:54:21.747214
187,35.729085,51.401542,2020-10-20 12:54:21.747226
177,35.675608,51.415250,2020-10-20 12:54:21.747239
111,35.702288,51.465024,2020-10-20 12:54:21.747252
118,35.750792,51.385927,2020-10-20 12:54:21.747264
164,35.743317,51.471519,2020-10-20 12:54:21.747280
117,35.686781,51.343761,2020-10-20 12:54:21.747292
115,35.688547,51.367603,2020-10-20 12:54:21.747305
187,35.730936,51.379348,2020-10-20 12:54:21.747318
142,35.759615,51.390631,2020-10-20 12:54:21.747330
197,35.704052,51.432284,2020-10-20 12:54:21.747343
137,35.708813,51.365048,2020-10-20 12:54:21.747356
109,35.660151,51.415791,2020-10-20 12:54:21.747373
145,35.729549,51.373243,2020-10-20 12:54:21.747386
193,35.702111,51.370883,2020-10-20 12:54:21.747398
196,35.734420,51.324795,2020-10-20 12:54:21.747411
159,35.669654,51.362292,2020-10-20 12:54:21.747424
169,35.720047,51.343098,2020-10-20 12:54:21.747437
186,35.669216,51.357013,2020-10-20 12:54:21.747449
100,35.686806,51.435012,2020-10-20 12:54:21.747462
176,35.752784,51.302874,2020-10-20 12:54:21.747474
146,35.726769,51.458975,2020-10-20 12:54:21.747487
197,35.727574,51.346776,2020-10-20 12:54:21.747502
196,35.742394,51.413444,2020-10-20 12:54:21.747514
185,35.749255,51.400789,2020-10-20 12:54:21.747526
188,35.723876,51.405202,2020-10-20 12:54:21.747538
165,35.703427,51.417496,2020-10-20 12:54:21.747551
168,35.728058,51.446710,2020-10-20 12:54:21.747563
147,35.707567,51.394355,2020-10-20 12:54:21.747575
195,35.666630,51.300830,2020-10-20 12:54:21.747588
184,35.695894,51.302607,2020-10-20 12:54:21.747600
165,35.690222,51.379031,2020-10-20 12:54:21.747613
121,35.708902,51.479357,2020-10-20 12:54:21.747626
129,35.724640,51.402704,2020-10-20 12:54:21.747639
126,35.694601,51.312889,2020-10-20 12:54:21.747652
109,35.731777,51.478531,2020-10-20 12:54:21.747667
121,35.689642,51.356602,2020-10-20 12:54:21.747680
186,35.707283,51.364190,2020-10-20 12:54:21.747694
158,35.665822,51.367080,2020-10-20 12:54:21.747708
115,35.717554,51.339772,2020-10-20 12:54:21.747721
175,35.731017,51.319898,2020-10-20 12:54:21.747733
104,35.680051,51.328234,2020-10-20 12:54:21.747746
145,35.677617,51.460078,2020-10-20 12:54:21.747758
162,35.692089,51.370251,2020-10-20 12:54:21.747770
119,35.717326,51.339225,2020-10-20 12:54:21.747783
138,35.704238,51.366044,2020-10-20 12:54:21.747795
169,35.701492,51.379099,2020-10-20 12:54:21.747807
126,35.680161,51.413646,2020-10-20 12:54:21.747820
189,35.704272,51.447365,2020-10-20 12:54:21.747833
175,35.686635,51.446998,2020-10-20 12:54:21.747845
127,35.711482,51.358448,2020-10-20 12:54:21.747858
197,35.758172,51.399712,2020-10-20 12:54:21.747870
121,35.735922,51.330468,2020-10-20 12:54:21.747882
141,35.728160,51.308527,2020-10-20 12:54:21.747894
117,35.666185,51.397254,2020-10-20 12:54:21.747906
161,35.734844,51.410792,2020-10-20 12:54:21.747919
185,35.663075,51.478421,2020-10-20 12:54:21.747931
182,35.715308,51.436007,2020-10-20 12:54:21.747943
195,35.724169,51.328131,2020-10-20 12:54:21.747956
194,35.735105,51.362146,2020-10-20 12:54:21.747968
108,35.732167,51.311676,2020-10-20 12:54:21.747980
107,35.681896,51.341437,2020-10-20 12:54:21.747993
120,35.748090,51.430132,2020-10-20 12:54:21.748006
145,35.743802,51.383013,2020-10-20 12:54:21.748017
140,35.693386,51.321990,2020-10-20 12:54:21.748029
111,35.720782,51.405575,2020-10-20 12:54:21.748042
192,35.677511,51.468998,2020-10-20 12:54:21.748054
140,35.674914,51.431870,2020-10-20 12:54:21.748066
140,35.737352,51.413306,2020-10-20 12:54:21.748079
188,35.671444,51.469282,2020-10-20 12:54:21.748091
168,35.735196,51.317078,2020-10-20 12:54:21.748103
135,35.733066,51.383462,2020-10-20 12:54:21.748116
138,35.758917,51.333557,2020-10-20 12:54:21.748128
195,35.676594,51.413328,2020-10-20 12:54:21.748141
112,35.752293,51.367984,2020-10-20 12:54:21.748154
111,35.716790,51.368537,2020-10-20 12:54:21.748166
174,35.706411,51.462752,2020-10-20 12:54:21.748178
180,35.727170,51.393636,2020-10-20 12:54:21.748190
167,35.709236,51.408009,2020-10-20 12:54:21.748202
177,35.691353,51.333962,2020-10-20 12:54:21.748214
154,35.681355,51.341460,2020-10-20 12:54:21.748226
110,35.744917,51.458261,2020-10-20 12:54:21.748239
111,35.664863,51.418991,2020-10-20 12:54:21.748251
142,35.718197,51.449663,2020-10-20 12:54:21.748263
160,35.696894,51.389005,2020-10-20 12:54:21.748275
100,35.719774,51.360006,2020-10-20 12:54:21.748287
178,35.664701,51.450226,2020-10-20 12:54:26.748303
109,35.711957,51.349919,2020-10-20 12:54:26.748316
163,35.710933,51.326786,2020-10-20 12:54:26.748330
139,35.683792,51.404812,2020-10-20 12:54:26.748342
101,35.710138,51.403394,2020-10-20 12:54:26.748354
178,35.668657,51.430297,2020-10-20 12:54:26.748367
182,35.704114,51.377144,2020-10-20 12:54:26.748380
184,35.710704,51.392902,2020-10-20 12:54:26.748393
115,35.711602,51.341780,2020-10-20 12:54:26.748406
119,35.709898,51.439724,2020-10-20 12:54:26.748418
114,35.692898,51.391911,2020-10-20 12:54:26.748430
141,35.715469,51.454558,2020-10-20 12:54:26.748443
126,35.685442,51.331932,2020-10-20 12:54:26.748455
145,35.716481,51.476701,2020-10-20 12:54:26.748467
146,35.698284,51.414908,2020-10-20 12:54:26.748480
162,35.719163,51.454471,2020-10-20 12:54:26.748493
100,35.716914,51.438037,2020-10-20 12:54:26.748505
178,35.746472,51.331234,2020-10-20 12:54:26.748518
119,35.675031,51.335548,2020-10-20 12:54:26.748531
130,35.718385,51.374405,2020-10-20 12:54:26.748543
103,35.719530,51.390697,2020-10-20 12:54:26.748556
131,35.704389,51.449174,2020-10-20 12:54:26.748570
111,35.664097,51.443838,2020-10-20 12:54:26.748584
119,35.713527,51.479066,2020-10-20 12:54:26.748597
143,35.744490,51.448287,2020-10-20 12:54:26.748610
140,35.727782,51.380281,2020-10-20 12:54:26.748623
144,35.695671,51.390976,2020-10-20 12:54:26.748635
184,35.737888,51.453483,2020-10-20 12:54:26.748648
116,35.691530,51.330523,2020-10-20 12:54:26.748662
196,35.756638,51.372023,2020-10-20 12:54:26.748676
138,35.688522,51.335147,2020-10-20 12:54:26.748689
103,35.714633,51.328657,2020-10-20 12:54:26.748732
172,35.713573,51.403267,2020-10-20 12:54:26.748746
163,35.668188,51.332726,2020-10-20 12:54:26.748762
141,35.734942,51.390862,2020-10-20 12:54:26.748775
147,35.689946,51.308969,2020-10-20 12:54:26.748793
193,35.707780,51.323163,2020-10-20 12:54:26.748808
160,35.693276,51.428644,2020-10-20 12:54:26.748822
148,35.735625,51.418591,2020-10-20 12:54:26.748836
137,35.672141,51.395775,2020-10-20 12:54:26.748848
113,35.666773,51.334929,2020-10-20 12:54:26.748861
104,35.725346,51.395762,2020-10-20 12:54:26.748874
143,35.670539,51.347924,2020-10-20 12:54:26.748887
133,35.690639,51.322014,2020-10-20 12:54:26.748899
186,35.710167,51.348378,2020-10-20 12:54:26.748913
108,35.758920,51.312638,2020-10-20 12:54:26.748926
163,35.678726,51.360605,2020-10-20 12:54:26.748940
172,35.704069,51.371468,2020-10-20 12:54:26.748953
146,35.729305,51.320704,2020-10-20 12:54:26.748966
125,35.717496,51.437584,2020-10-20 12:54:26.748979
103,35.739891,51.373005,2020-10-20 12:54:26.748992
193,35.667409,51.357628,2020-10-20 12:54:26.749005
199,35.693758,51.313124,2020-10-20 12:54:26.749018
105,35.715897,51.458088,2020-10-20 12:54:26.749030
167,35.726667,51.441282,2020-10-20 12:54:26.749045
200,35.700436,51.460412,2020-10-20 12:54:26.749059
110,35.697200,51.460953,2020-10-20 12:54:26.749073
176,35.730503,51.360593,2020-10-20 12:54:26.749087
169,35.712135,51.475310,2020-10-20 12:54:26.749101
177,35.743541,51.314406,2020-10-20 12:54:26.749115
122,35.693510,51.326740,2020-10-20 12:54:26.749128
118,35.668655,51.353922,2020-10-20 12:54:26.749141
133,35.681094,51.424459,2020-10-20 12:54:26.749153
183,35.748548,51.380497,2020-10-20 12:54:26.749166
129,35.678587,51.333483,2020-10-20 12:54:26.749179
173,35.714731,51.440740,2020-10-20 12:54:26.749193
186,35.736579,51.426846,2020-10-20 12:54:26.749206
133,35.733619,51.394497,2020-10-20 12:54:26.749219
130,35.743652,51.443348,2020-10-20 12:54:26.749232
199,35.688182,51.338657,2020-10-20 12:54:26.749245
121,35.753694,51.337449,2020-10-20 12:54:26.749258
145,35.683496,51.452064,2020-10-20 12:54:26.749271
152,35.734927,51.317884,2020-10-20 12:54:26.749283
187,35.754964,51.321221,2020-10-20 12:54:26.749296
101,35.669370,51.355152,2020-10-20 12:54:26.749310
139,35.704041,51.431274,2020-10-20 12:54:26.749323
175,35.673057,51.380925,2020-10-20 12:54:26.749335
158,35.754014,51.448499,2020-10-20 12:54:26.749348
164,35.758422,51.445110,2020-10-20 12:54:26.749361
179,35.672916,51.395928,2020-10-20 12:54:26.749375
196,35.730161,51.310864,2020-10-20 12:54:26.749389
174,35.675292,51.374909,2020-10-20 12:54:26.749402
172,35.699989,51.313615,2020-10-20 12:54:26.749415
148,35.698731,51.415728,2020-10-20 12:54:26.749429
141,35.681020,51.474130,2020-10-20 12:54:26.749442
191,35.660256,51.418393,2020-10-20 12:54:26.749455
160,35.717105,51.408282,2020-10-20 12:54:26.749468
169,35.732353,51.328953,2020-10-20 12:54:26.749482
162,35.710797,51.304927,2020-10-20 12:54:26.749495
162,35.691530,51.343039,2020-10-20 12:54:26.749508
103,35.704231,51.371293,2020-10-20 12:54:26.749521
145,35.687698,51.381934,2020-10-20 12:54:26.749534
118,35.757250,51.417989,2020-10-20 12:54:26.749547
188,35.678463,51.322241,2020-10-20 12:54:26.749561
136,35.706869,51.336476,2020-10-20 12:54:26.749574
158,35.714521,51.437754,2020-10-20 12:54:26.749587
197,35.725000,51.462499,2020-10-20 12:54:26.749600
194,35.747231,51.393288,2020-10-20 12:54:26.749614
131,35.689846,51.304812,2020-10-20 12:54:26.749626
169,35.667776,51.396896,2020-10-20 12:54:26.749639
165,35.728360,51.365812,2020-10-20 12:54:31.749653
133,35.754946,51.357663,2020-10-20 12:54:31.749666
144,35.667393,51.470805,2020-10-20 12:54:31.749679
114,35.731399,51.314923,2020-10-20 12:54:31.749692
107,35.693942,51.473385,2020-10-20 12:54:31.749705
116,35.740798,51.450265,2020-10-20 12:54:31.749717
164,35.749174,51.335207,2020-10-20 12:54:31.749731
171,35.687495,51.453702,2020-10-20 12:54:31.749743
175,35.717227,51.328104,2020-10-20 12:54:31.749756
124,35.748578,51.368878,2020-10-20 12:54:31.749768
141,35.700360,51.457924,2020-10-20 12:54:31.749781
139,35.666632,51.378232,2020-10-20 12:54:31.749794
169,35.679413,51.436289,2020-10-20 12:54:31.749807
106,35.740120,51.397574,2020-10-20 12:54:31.749819
111,35.718386,51.308807,2020-10-20 12:54:31.749831
131,35.698706,51.479599,2020-10-20 12:54:31.749844
107,35.723606,51.384991,2020-10-20 12:54:31.749856
184,35.742863,51.462683,2020-10-20 12:54:31.749868
189,35.703817,51.390830,2020-10-20 12:54:31.749881
197,35.755780,51.451158,2020-10-20 12:54:31.749894
155,35.738069,51.439025,2020-10-20 12:54:31.749907
191,35.660043,51.378018,2020-10-20 12:54:31.749919
104,35.746534,51.391921,2020-10-20 12:54:31.749931
121,35.687146,51.457407,2020-10-20 12:54:31.749944
181,35.681466,51.444596,2020-10-20 12:54:31.749956
200,35.685998,51.346316,2020-10-20 12:54:31.749968
150,35.666684,51.308184,2020-10-20 12:54:31.749981
140,35.725853,51.395542,2020-10-20 12:54:31.749993
147,35.756079,51.402519,2020-10-20 12:54:31.750005
163,35.756564,51.395789,2020-10-20 12:54:31.750018
198,35.669917,51.422692,2020-10-20 12:54:31.750031
122,35.662088,51.429673,2020-10-20 12:54:31.750044
176,35.727150,51.449561,2020-10-20 12:54:31.750074
172,35.745134,51.353959,2020-10-20 12:54:31.750085
130,35.671962,51.465060,2020-10-20 12:54:31.750096
157,35.717161,51.469959,2020-10-20 12:54:31.750107
131,35.700202,51.374785,2020-10-20 12:54:31.750117
113,35.758072,51.431460,2020-10-20 12:54:31.750128
182,35.750465,51.446680,2020-10-20 12:54:31.750139
108,35.729818,51.406078,2020-10-20 12:54:31.750151
191,35.754688,51.323870,2020-10-20 12:54:31.750161
193,35.733586,51.404986,2020-10-20 12:54:31.750173
167,35.670948,51.448918,2020-10-20 12:54:31.750196
166,35.710281,51.422431,2020-10-20 12:54:31.750209
116,35.719106,51.332575,2020-10-20 12:54:31.750220
163,35.739633,51.423197,2020-10-20 12:54:31.750230
188,35.725321,51.314581,2020-10-20 12:54:31.750241
112,35.670990,51.325104,2020-10-20 12:54:31.750251
176,35.719246,51.375149,2020-10-20 12:54:31.750262
165,35.737987,51.394184,2020-10-20 12:54:31.750272
200,35.745479,51.358014,2020-10-20 12:54:31.750282
119,35.745881,51.357439,2020-10-20 12:54:31.750293
132,35.711389,51.437495,2020-10-20 12:54:31.750304
194,35.713660,51.366228,2020-10-20 12:54:31.750315
137,35.746511,51.340853,2020-10-20 12:54:31.750325
190,35.667656,51.311047,2020-10-20 12:54:31.750336
154,35.721245,51.442093,2020-10-20 12:54:31.750346
199,35.670562,51.325799,2020-10-20 12:54:31.750356
138,35.739409,51.362451,2020-10-20 12:54:31.750367
116,35.690489,51.319343,2020-10-20 12:54:31.750377
128,35.666343,51.439472,2020-10-20 12:54:31.750387
131,35.691624,51.463540,2020-10-20 12:54:31.750397
109,35.733534,51.388694,2020-10-20 12:54:31.750407
142,35.749216,51.464824,2020-10-20 12:54:31.750418
198,35.706264,51.388657,2020-10-20 12:54:31.750428
189,35.673837,51.345558,2020-10-20 12:54:31.750439
151,35.732396,51.469167,2020-10-20 12:54:31.750449
167,35.758016,51.396503,2020-10-20 12:54:31.750461
172,35.680010,51.339624,2020-10-20 12:54:31.750472
108,35.692144,51.328542,2020-10-20 12:54:31.750484
142,35.671536,51.421870,2020-10-20 12:54:31.750496
109,35.712051,51.337100,2020-10-20 12:54:31.750508
143,35.734389,51.442981,2020-10-20 12:54:31.750520
145,35.700715,51.451721,2020-10-20 12:54:31.750530
122,35.728339,51.389773,2020-10-20 12:54:31.750541
151,35.680209,51.476480,2020-10-20 12:54:31.750552
176,35.688826,51.435348,2020-10-20 12:54:31.750564
136,35.747826,51.318132,2020-10-20 12:54:31.750576
132,35.714273,51.300350,2020-10-20 12:54:31.750589
197,35.734147,51.464136,2020-10-20 12:54:31.750600
194,35.671688,51.343414,2020-10-20 12:54:31.750611
175,35.671781,51.465557,2020-10-20 12:54:31.750622
163,35.701888,51.359605,2020-10-20 12:54:31.750635
166,35.736002,51.389680,2020-10-20 12:54:31.750647
156,35.692309,51.416199,2020-10-20 12:54:31.750658
124,35.743132,51.403896,2020-10-20 12:54:31.750670
185,35.660397,51.393471,2020-10-20 12:54:31.750682
154,35.753254,51.470159,2020-10-20 12:54:31.750694
197,35.711712,51.476659,2020-10-20 12:54:31.750706
129,35.694361,51.478022,2020-10-20 12:54:31.750718
185,35.710209,51.385709,2020-10-20 12:54:31.750730
133,35.747071,51.473871,2020-10-20 12:54:31.750741
107,35.692586,51.438216,2020-10-20 12:54:31.750754
178,35.669627,51.315788,2020-10-20 12:54:31.750766
194,35.712596,51.416076,2020-10-20 12:54:31.750777
127,35.746824,51.308034,2020-10-20 12:54:31.750787
166,35.662118,51.412782,2020-10-20 12:54:31.750797
140,35.664462,51.441908,2020-10-20 12:54:31.750807
125,35.736543,51.311464,2020-10-20 12:54:31.750817
